lex_id,apq,pos,en,concept_id,features,,
n_631_a,nešpalpál hicón,n,cypress shingles,CYPRESS SHINGLES,inanimate,,
n_632_a,néštál,n,bark,BARK,inanimate,,
n_633_a,néštál kimáti,n,bark fiber,BARK FIBER,inanimate,,
n_634_a,néštál ól,n,cinnamon,CINNAMON,inanimate,,
n_624_b,neštámš,n,board,BOARD,inanimate,,
n_635_a,néštámš,n,rail,RAIL,inanimate,,
n_636_a,neštámš kakók,n,board fence,BOARD FENCE,inanimate,,
n_637_a,néštámš né,n,wedge,WEDGE,inanimate,,
n_638_a,neštámš ní·t kakók,n,five-rail fence,FIVE-RAIL FENCE,inanimate,,
n_639_a,néšwí·l,n,tree root,TREE ROOT,inanimate,,
adv_54_a,néˑt,adv,below,BELOW,N/A,,
adv_55_a,néˑt,adv,downwards,DOWNWARDS,N/A,,
n_190_b,neˑtám,n,grave,GRAVE,inanimate,,
v_281_a,néˑtám,v,to dig in the ground,OFTEN,intransitive,,
n_223_b,néˑtám,n,hole in the ground,HOLE,inanimate,,
n_640_a,neˑtamnán,n,shovel,SHOVEL,inanimate,,
n_641_a,nétatta·t,n,orange,ORANGE,animate,,
n_642_a,nétatta·t néš,n,orange tree,ORANGE TREE,animate,,
v_91_b,netík,v,to come down,COME_DOWN,intransitive,,
n_643_a,néˑway,n,brick,BRICK,inanimate,,
n_644_a,néˑway áŋ,n,brick house,BRICK HOUSE,inanimate,,
v_163_d,néy,v,to put something,PUT,transitive,,
v_162_c,néy,v,to place something,PLACE,transitive,,
n_645_a,neˑyuš,n,field,FIELD,inanimate,,
n_646_a,neˑyuš neˑpóm,n,plowed field,PLOWED FIELD,inanimate,,
num_10_a,ní·t,num,five,FIVE,N/A,,
adv_56_a,ní·tip,adv,five times,FIVE TIMES,N/A,,
adv_57_a,ní·tsim,adv,five apiece,FIVE_APIECE,N/A,,
adv_57_b,ní·tsim,adv,five to each,FIVE_APIECE,N/A,,
v_282_a,níhuwe,v,to lie down (sg) (pl. nók/nókiš),LIE_DOWN,"intransitive, SG_SUBJ",,
n_647_a,ník,n,milk,MILK,inanimate,,
v_283_a,nikáw,v,to chase something,CHASE,transitive,,
n_648_a,nikéŋ,n,butter,BUTTER,inanimate,,
n_649_a,nikš,n,chewing gum,CHEWING GUM,inanimate,,
n_650_a,nikúc,n,breast,BREAST,animate,,
n_651_a,nikúc,n,nipple,NIPPLE,animate,,
n_652_a,níl,n,grandchild,GRANDCHILD,"SG, animate",,
n_653_a,nilá,n,grandmother,GRANDMOTHER,animate,,
v_284_a,nimá,v,to kill something,KILL,transitive,,
n_654_a,níŋ,n,louse,LOUSE,animate,,
n_655_a,níŋcil,n,louse egg,LOUSE EGG,animate,,
n_656_a,níˑt,n,thorn,THORN,animate,,
n_657_a,níˑt,n,honeylocust tree,HONEYLOCUST TREE,animate,,
n_658_a,Niwílš Yilhiwéw Héc,n,New Year’s Day,NEW YEAR’S DAY,"proper, inanimate",,
n_659_a,niyál,n,lynx,LYNX,animate,,
n_660_a,niyál,n,bobcat,BOBCAT,animate,,
n_661_a,nóh,n,horn of an animal,ANIMAL_HORN,animate,,
n_662_a,nóh takámš,n,antlers,ANTLERS,animate,,
n_663_a,nohámš,n,chicken,CHICKEN,animate,,
n_664_a,nohámš áyip,n,gallinule,GALLINULE,animate,,
n_665_a,nohámš išó·m,n,chick,CHICK,animate,,
n_666_a,nohámš kíš,n,hen,HEN,animate,,
n_667_a,nohámš kú,n,chicken’s egg,CHICKEN EGG,animate,,
n_468_b,nohámš kú kóp,n,egg white,EGG WHITE,animate,,
n_469_b,nohámš kú tá·t,n,egg yolk,EGG YOLK,animate,,
n_470_b,nohámš kú tál,n,eggshell,EGGSHELL,animate,,
n_668_a,nohámš océh,n,chicken snake,CHICKEN SNAKE,animate,,
n_669_a,nohámš šakyól,n,rooster,ROOSTER,animate,,
n_670_a,nohámš ucpáhš,n,a setting hen,SETTING_HEN,animate,,
n_671_a,Nóhay,n,Koasati Indian,KOASATI INDIAN,"proper, animate",,
v_282_b,nók,v,to lie down (pl., sg. níhuwe) (var. nókiš),LIE_DOWN,"intransitive, PL_SUBJ",
n_672_a,nók,n,wing,WING,animate,,
n_673_a,nók,n,arm,ARM,animate,,
n_674_a,nók,n,fin,FIN,animate,,
n_675_a,nók hál,n,tail fin of a fish,TAIL FIN OF A FISH,animate,,
n_676_a,nók kám,n,fin of a fish,FIN OF A FISH,"SG, animate",,
n_676_b,nók kamkám,n,fins of a fish,FIN OF A FISH,"PL, animate",,
n_677_a,nók kócti,n,left arm,LEFT ARM,animate,,
n_678_a,nók náw,n,armpit hair,ARMPIT HAIR,animate,,
n_679_a,nók né·p,n,lower arm,LOWER ARM,animate,,
n_680_a,nók óc,n,upper arm,UPPER ARM,animate,,
n_681_a,nók wóšti,n,right arm,RIGHT ARM,animate,,
n_682_a,nokáˑt,n,armpit,ARMPIT,animate,,
n_683_a,nokkám,n,shark,SHARK,animate,,
n_684_a,nokkáwne,n,wing of a bird,WING OF A BIRD,animate,,
n_685_a,nóknáw,n,wing feather,WING FEATHER,"SG, animate",,
n_686_a,nóknáw,n,hair under arm,HAIR UNDER ARM,"SG, animate",,
n_687_a,nókšuk,n,elbow,ELBOW,animate,,
n_688_a,nókšuk kócti,n,left elbow,LEFT ELBOW,animate,,
n_689_a,nókšuk wóšti,n,right elbow,RIGHT ELBOW,animate,,
n_690_a,noktéw,n,shoulder,SHOULDER,animate,,
n_691_a,noktewmélme·l,n,goose,GOOSE,animate,,
n_692_a,nól,n,river bank,RIVER BANK,inanimate,,
n_254_f,Nolkóp,n,man’s personal name,MAN’S PERSONAL NAME,"proper, animate",,
n_693_a,Nólkop,n,man’s proper name, son of Louison,MAN’S PROPER NAME, SON OF LOUISON,"proper, animate"
n_268_b,nómš,n,child,CHILD,"SG, animate",,
n_694_a,núk,n,self,SELF,animate,,
n_695_a,núl,n,foundation,FOUNDATION,inanimate,,
v_192_b,núl,v,to dwell (pl) (sg. kéˑt),DWELL,"intransitive, PL_SUBJ",,
n_696_a,núm,n,side of an animal,SIDE OF AN ANIMAL,animate,,
v_285_a,nunnúl,v,to dwell in a village (pl),DWELL_VILLAGE,"intransitive, PL_SUBJ",,
n_697_a,núŋ,n,village,VILLAGE,inanimate,,
v_285_b,nuŋkéˑt,v,to dwell in a village (sg),DWELL_VILLAGE,"intransitive, SG_SUBJ",,
n_698_a,Nuŋúš,n,New Orleans,NEW ORLEANS,"Proper, inanimate",,
n_699_a,nuŋúš,n,city,CITY,inanimate,,
n_700_a,nuŋúš wáŋne,n,street,STREET,inanimate,,
n_701_a,nuŋúšip cokóy,n,judge,JUDGE,animate,,
adj_109_a,ó,adj,near,NEAR,N/A,,
n_702_a,óˑ,n,"string, cord, rope","STRING, CORD, ROPE",inanimate,,
adj_110_a,ó·l káw,adj,hungry,HUNGRY,N/A,,
n_703_a,óc,n,tooth,TOOTH,animate,,
n_704_a,óc,n,grain,GRAIN,animate,,
n_705_a,óc hálkin,n,back teeth,BACK TEETH,animate,,
n_706_a,óc iškám,n,molar tooth,MOLAR TOOTH,animate,,
n_707_a,óc íˑtkin,n,front teeth,FRONT TEETH,animate,,
n_708_a,ócci,n,jawbone,JAWBONE,animate,,
n_709_a,océh,n,snake,SNAKE,animate,,
n_710_a,océh hiwéw,n,rattlesnake,RATTLESNAKE,animate,,
n_711_a,océh méˑl,n,water moccasin,WATER MOCCASIN,animate,,
n_712_a,océh šoktéy hacehéš,n,snake venom,SNAKE VENOM,animate,,
n_713_a,océh talkóp,n,blue racer snake,BLUE RACER SNAKE,animate,,
n_714_a,Océh Táy,n,Serpent Bayou,SERPENT BAYOU,"proper, animate",,
n_715_a,océh yúl,n,garter snake,GARTER SNAKE,animate,,
adv_58_a,óci,adv,aloud,ALOUD,N/A,,
n_716_a,Ocottáˑt,n,God (originally: she who stands abovewards),GOD,"Proper, animate",,
n_717_a,ocottáˑt hiyóˑl,n,Jesus,JESUS,animate,,
adj_111_a,óh,adj,sharp,SHARP,N/A,,
adj_112_a,óh,adj,thorny,THORNY,N/A,,
n_718_a,ohóh,n,briers,BRIERS,animate,,
v_286_a,ók,v,to come,COME,intransitive,,
n_719_a,ók,n,cloth,CLOTH,inanimate,,
n_720_a,ók,n,blanket,BLANKET,inanimate,,
n_721_a,ók hicám,n,double blanket,DOUBLE BLANKET,inanimate,,
n_722_a,okéˑt,n,mother,MOTHER,animate,,
n_723_a,okéˑtpél,n,stepmother,STEPMOTHER,animate,,
n_724_a,okhíya,n,sail of a boat,SAIL OF A BOAT,inanimate,,
n_725_a,ókik ká,n,made of cloth,MADE OF CLOTH,inanimate,,
n_726_a,okišó·m,n,thread,THREAD,inanimate,,
n_727_a,okišó·m éŋišne,n,wax,WAX,inanimate,,
n_728_a,okišó·m tókš,n,spool,SPOOL,inanimate,,
n_729_a,okiyáw,n,flag,FLAG,inanimate,,
n_730_a,okiyáw,n,sail,SAIL,inanimate,,
v_287_a,okká,v,to weave something,WEAVE,transitive,,
n_731_a,okká,n,woven cloth,WOVEN CLOTH,inanimate,,
n_732_a,okotkámš,n,shirt,SHIRT,"SG, inanimate",,
n_732_b,okotkáwš,n,shirts,SHIRT,"PL, inanimate",,
n_733_a,okotkáwš mók,n,waistcoat,WAISTCOAT,inanimate,,
n_734_a,okotkáwš n̥ té šúk,n,shirt collar,SHIRT COLLAR,inanimate,,
n_735_a,okotkáwšmáŋ,n,coat,COAT,inanimate,,
n_736_a,okotkáwšmáŋ hópš,n,coat buttonhole,COAT BUTTONHOLE,inanimate,,
n_737_a,okotkawšmáŋ nók,n,coat sleeve,COAT SLEEVE,inanimate,,
n_738_a,óˑkš,n,cheek,CHEEK,animate,,
n_738_b,óˑkš áˑl,n,cheek,CHEEK,animate,,
n_739_a,óˑkš áˑl hatkúcišne,n,rouge,ROUGE,inanimate,,
n_740_a,okyúl,n,handkerchief,HANDKERCHIEF,inanimate,,
n_741_a,okyúl iškám,n,shawl,SHAWL,inanimate,,
adj_113_a,ól,adj,sweet (pl ólol),SWEET,N/A,,
adj_109_b,óˑl,adj,near,NEAR,N/A,,
n_742_a,óˑl,n,hunger,HUNGER,inanimate,,
n_743_a,óˑl,n,persimmon,PERSIMMON,animate,,
v_288_a,óˑl iwá·t,v,to move nearer,MOVE_NEAR,intransitive,,
adj_110_b,óˑl káw,adj,hungry (sg) (pl *óˑl cappíhk),HUNGRY,SG,,
intj_6_a,ón,intj,come on!,COME_ON,N/A,,
adj_114_a,onpác,adj,sour,SOUR,N/A,,
adj_30_b,onpác,adj,bitter,BITTER,N/A,,
n_744_a,óŋ,n,grass,GRASS,animate,,
n_745_a,óŋ cák,n,hay,HAY,animate,,
n_746_a,óŋ cák,n,straw,STRAW,animate,,
n_130_b,óŋ hómhom,n,prairie chicken Tympanuchus cupido,PRAIRIE CHICKEN,animate,,
n_715_b,óŋ il,n,garter snake,GARTER SNAKE,animate,,
adj_115_a,óŋ táˑt,adj,grass-green,GRASS_GREEN,N/A,,
adj_115_b,óŋ yáŋ,adj,grass green,GRASS_GREEN,N/A,,
v_289_a,óŋi,v,to thread a needle,THREAD,transitive,,
v_290_a,óŋš,v,not to want (positive kóh),WANT_NEG,intransitive,,
n_747_a,ópo,n,ribbon,RIBBON,inanimate,,
n_748_a,óˑt,n,terrapin,TERRAPIN,animate,,
v_291_a,óy,v,to sleep,SLEEP,intransitive,,
v_292_a,óy,v,to send something,SEND,transitive,,
n_749_a,pá,n,nest,NEST,inanimate,,
n_750_a,pá,n,mortar,MORTAR,inanimate,,
n_751_a,pá wáˑk,n,pestle,PESTLE,inanimate,,
v_293_a,pác,v,to wash something (varr. pácem, páciš),WASH,transitive,
v_294_a,pác,v,to whip something,WHIP,transitive,,
v_295_a,páˑc,v,to squeeze something,SQUEEZE,transitive,,
v_296_a,pác míš,v,to do washing for someone,WASH_FOR,transitive,,
n_752_a,paccalšópš,n,squirrel,SQUIRREL,animate,,
n_753_a,páciš,n,whip,WHIP,inanimate,,
v_297_a,páhiš,v,to open something,OPEN,transitive,,
adj_116_a,páhš,adj,thin (pl páhpahš),THIN,N/A,,
v_60_c,páhš,v,to listen to something,LISTEN,transitive,,
v_298_a,páhš,v,to flatten something,FLATTEN,transitive,,
num_11_a,páhw,num,seven,SEVEN,N/A,,
adv_59_a,páhwip,adv,seven times,SEVEN TIMES,N/A,,
adv_60_a,páhwsim,adv,seven apiece,SEVEN_APIECE,N/A,,
adv_60_b,páhwsim,adv,seven to each,SEVEN_APIECE,N/A,,
v_299_a,pák,v,to step on something,STEP_ON,"transitive, SG_OBJ",,
v_300_a,pák,v,to strike something,STRIKE,"transitive, SG_OBJ",,
v_301_a,pák,v,to beat something,BEAT,"transitive, SG_OBJ",,
n_754_a,pák,n,footprint,FOOTPRINT,"SG, inanimate",,
n_755_a,pákan,n,pecan,PECAN,animate,,
n_756_a,pákan néš,n,pecan tree,PECAN TREE,animate,,
n_757_a,pakcakš,n,hickory,HICKORY,animate,,
n_758_a,pakcakš néš,n,hickory tree,HICKORY TREE,animate,,
n_752_b,pakcalšópš,n,squirrel,SQUIRREL,animate,,
v_302_a,pákiš,v,to throw something,THROW,transitive,,
v_303_a,paknáw,v,to run,RUN,intransitive,,
v_304_a,paknúl,v,to leave a footprint,LEAVE_FOOTPRINT,intransitive,,
v_305_a,pákš,v,to flap something,FLAP,transitive,,
adj_117_a,pál,adj,flat (pl. pálpal),FLAT,N/A,,
v_306_a,páł,v,to break something,BREAK,transitive,,
v_198_b,páł,v,to split something,SPLIT,transitive,,
v_306_b,páłi,v,to break something of someone’s,BREAK,transitive,,
n_254_g,Pálnal,n,man’s personal name,MAN’S PERSONAL NAME,"proper, animate",,
v_306_c,palpáł,v,to break something in different places,BREAK,transitive,,
v_298_b,palpáliš,v,to flatten something (pl),FLATTEN,"transitive, PL_OBJ",,
v_298_c,pálš,v,to flatten something (sg),FLATTEN,"transitive, SG_OBJ",,
v_299_b,pám,v,to step on something,STEP_ON,"transitive, PL_OBJ",,
v_300_b,pám,v,to strike something,STRIKE,"transitive, PL_OBJ",,
v_301_b,pám,v,to beat something,BEAT,"transitive, PL_OBJ",,
n_754_b,pám,n,footprints,FOOTPRINT,"PL, inanimate",,
n_759_a,pamhokáy,n,large cocklebur,LARGE COCKLEBUR,animate,,
v_302_b,pámiš,v,to throw something,THROW,transitive,,
v_239_b,pámiš,v,"to throw something away, one at a time",THROW_AWAY,transitive,,
v_307_a,pámiš,v,to scatter seeds,SCATTER_SEEDS,transitive,,
v_308_a,pámišik,v,to ford something on foot,FORD,transitive,,
n_760_a,pámkamne,n,hammer,HAMMER,inanimate,,
v_309_a,pamnúl,v,to leave footprints (sg. paknúl),LEAVE_FOOTPRINTS,intransitive,,
v_310_a,pampámš,v,to tramp around,TRAMP_AROUND,intransitive,,
n_761_a,pamtámne,n,stairs,STAIRS,inanimate,,
n_762_a,pámtámne,n,staircase,STAIRCASE,inanimate,,
v_311_a,pániš,v,to shut something, to close something,SHUT,transitive,
v_312_a,páˑš,v,to cover something,COVER,transitive,,
n_763_a,pátitéw,n,cotton,COTTON,animate,,
n_764_a,pátitéw híš,n,cotton plant,COTTON PLANT,animate,,
n_765_a,pátitéw šó,n,cotton seed,COTTON SEED,animate,,
v_64_b,páw,v,to swing (sg),SWING,"intransitive, SG_SUBJ",,
v_313_a,páw,v,to whirl something,WHIRL,transitive,,
v_64_c,páwiš,v,to swing something,SWING,transitive,,
v_64_d,pawpaw,v,to swing (pl),SWING,"intransitive, PL_SUBJ",,
v_217_b,páy,v,to turn something over,TURN_OVER,transitive,,
adv_14_c,payákš,adv,again,AGAIN,N/A,,
n_766_a,payhál,n,buttocks,BUTTOCKS,animate,,
adj_118_a,payhatnáhuš,adj,too little,TOO_LITTLE,N/A,,
adj_119_a,payhéc,adj,too big,TOO_BIG,N/A,,
adj_120_a,payhéwš,adj,too much,TOO_MUCH,N/A,,
v_314_a,payók,v,to come back,COME_BACK,intransitive,,
v_315_a,páyš,v,to chop something,CHOP,transitive,,
n_767_a,páyš,n,chopping instrument,CHOPPING INSTRUMENT,inanimate,,
n_768_a,páyš héc,n,axe,AXE,inanimate,,
n_769_a,páyš hicón,n,hatchet,HATCHET,inanimate,,
adj_121_a,paytoltóluš,adj,generous,GENEROUS,PL,,
adj_121_b,paytóluš,adj,generous,GENEROUS,SG,,
n_770_a,pé·m kaccí·k,n,double-barreled gun,DOUBLE-BARRELED GUN,inanimate,,
v_316_a,péh,v,to stop,STOP,intransitive,,
v_48_c,péh,v,to finish,FINISH,intransitive,,
v_316_b,péhi,v,to stop something,STOP,transitive,,
v_48_d,péhi,v,to finish something,FINISH,transitive,,
adj_122_a,pél,adj,far,FAR,N/A,,
adv_61_a,pél,adv,far off,FAR OFF,N/A,,
n_771_a,pél hathúne,n,spyglass,SPYGLASS,inanimate,,
n_772_a,pél hathúne,n,telescope,TELESCOPE,inanimate,,
v_317_a,péˑm,v,to shoot with a bow or gun,NINE TIMES,intransitive,,
n_773_a,péˑm,n,gun,GUN,inanimate,,
n_774_a,péˑm héc,n,cannon,CANNON,inanimate,,
n_775_a,péˑm kaccíˑk,n,double-barrelled gun,DOUBLE-BARRELLED GUN,inanimate,,
n_776_a,péˑmmók,n,pistol,PISTOL,inanimate,,
adj_123_a,pémst,adj,tired (pl) (sg. pétst),TIRED,PL,,
v_318_a,péni,v,to cure someone,CURE,transitive,,
v_319_a,péni,v,to heal someone,HEAL,transitive,,
adj_124_a,pét,adj,completed,COMPLETED,N/A,,
adj_123_b,pétst,adj,tired (sg) (pl. pémst),TIRED,SG,,
v_320_a,péw,v,"to swell, of wood",SWELL,intransitive,,
v_321_a,péwiš,v,to make something of wood swell,MAKE_SWELL,transitive,,
n_777_a,píc hópšne,n,gimlet,GIMLET,inanimate,,
n_778_a,picíw,n,chigger,CHIGGER,animate,,
v_322_a,píhk,v,to die (pl) (third person form šappíhk) (sg káw),DIE,"intransitive, PL_SUBJ, 1PL, 2PL",,
n_779_a,píl,n,bed,BED,inanimate,,
n_780_a,píl lumlúmiš,n,bed roller,BED ROLLER,inanimate,,
adj_77_b,píš,adj,crooked (pl píšpiš),CROOKED,N/A,,
v_323_a,píš,v,to twist,TWIST,intransitive,,
n_777_b,píš hópšne,n,gimlet,GIMLET,inanimate,,
n_781_a,píˑt,n,perch fish,PERCH FISH,animate,,
adj_125_a,pó,adj,narrow (pl. pópo),NARROW,N/A,,
v_324_a,póciš,v,to release something,RELEASE,transitive,,
v_325_a,póciš,v,to shoot an arrow,RELEASE_ARROW,transitive,,
adj_126_a,póh,adj,misty,MISTY,N/A,,
adj_127_a,póh,adj,smoky,SMOKY,N/A,,
n_782_a,póh,n,smoke,SMOKE,N/A,,
n_782_b,póh,n,smoke,SMOKE,inanimate,,
n_783_a,póh,n,mist,MIST,inanimate,,
n_784_a,póh,n,fog,FOG,inanimate,,
n_785_a,poháŋ,n,smokehouse,SMOKEHOUSE,inanimate,,
n_786_a,póhhitáwne,n,chimney,CHIMNEY,inanimate,,
v_326_a,póhol,v,to be lowered,LOWERED,intransitive,,
v_327_a,pól,v,to float (sg),FLOAT,"intransitive, SG_SUBJ",,
v_327_b,pólpol,v,to float (pl),FLOAT,"intransitive, PL_SUBJ",,
v_328_a,pólpolš,v,to gallop (pl),GALLOP,"intransitive, PL_SUBJ",,
v_328_b,pólš,v,to gallop (sg),GALLOP,"intransitive, SG_SUBJ",,
n_787_a,póšk,n,blood,BLOOD,animate,,
v_329_a,póšk,v,to bleed,BLEED,intransitive,,
n_788_a,póškáŋ,n,veins,VEINS,animate,,
v_330_a,púh,v,to jump,JUMP,intransitive,,
v_331_a,puhhatipáciš,v,to turn a somersault after jumping into the air,SOMERSAULT_IN_AIR,intransitive,,
v_332_a,puhicéš,v,to jump over something,JUMP_OVER,transitive,,
v_333_a,puhiníh,v,to jump through (object in locative case),JUMP_THROUGH,intransitive,,
adj_128_a,púk,adj,full,FULL,N/A,,
v_334_a,púm,v,"to dance (secular dance, c.f. šoká·k ‘to dance a ceremonial dance’)",DANCE,intransitive,,
n_789_a,púm,n,dance,DANCE,inanimate,,
n_790_a,púmpumš,n,flea,FLEA,animate,,
v_335_a,punpáyiš,v,to blow something off,BLOW_OFF,transitive,,
v_336_a,púns,v,to blow at something,BLOW_AT,transitive,,
adv_62_a,púškin,adv,outdoors,OUTDOORS,N/A,,
n_791_a,šá,n,someone,SOMEONE,animate,,
n_792_a,šá·kš,n,fox,FOX,animate,,
n_793_a,šakhimóˑšnéˑ,n,cemetery,CEMETERY,inanimate,,
n_794_a,šakhokinácne,n,weapons,WEAPONS,inanimate,,
v_337_a,šakí·kš,v,to buy,BUY,intransitive,,
v_338_a,šákik,v,to wound someone,WOUND,transitive,,
v_136_b,šakikóm,v,to fish,FISH,intransitive,,
n_795_a,šakišaˑk,n,relatives,RELATIVES,animate,,
n_796_a,šakitéwkáwine,n,chair,CHAIR,inanimate,,
n_797_a,šakitéwkáwine hatwilwílšne,n,rocking chair,ROCKING CHAIR,inanimate,,
n_798_a,šakitúlyahne,n,table,TABLE,inanimate,,
n_799_a,šakkáw,n,white person (archaic) ,WHITE PERSON (ARCHAIC),"SG, animate",,
n_800_a,šakkáw kóy úhc,n,person who can speak the language of the white people,PERSON WHO CAN SPEAK THE LANGUAGE OF THE WHITE PEOPLE,animate,,
n_406_b,šakkíŋ,n,pets,PET,"PL, animate",,
n_801_a,šaklámš,n,leech,LEECH,animate,,
n_503_b,šaklúš,n,"scales, of a fish","SCALE, OF A FISH","PL, animate",,
v_339_a,šakn̥ óns,v,to visit people [root -n̥ónš],EVERY DAY,intransitive,,
n_652_b,šakníl,n,grandchildren,GRANDCHILD,"PL, animate",,
n_685_b,šaknóknáw,n,wing feathers,WING FEATHER,"PL, animate",,
n_802_a,šaknóknáw,n,hairs under arm,HAIRS UNDER ARM,"PL, animate",,
n_268_c,šaknómš,n,children,CHILD,"PL, animate",,
n_803_a,šakó,n,bear,BEAR,animate,,
v_340_a,šakšakik,v,to wound someone in various places,WOUND_REP,transitive,,
n_804_a,šakšó,n,seeds,SEED,"PL, animate",,
n_805_a,šakšó,n,souls,SOUL,"PL, animate",,
n_806_a,šakšó,n,hearts,HEART,"PL, animate",,
n_807_a,šakšóš,n,bird,BIRD,animate,,
n_96_c,šakšoš icktattá·t,n,meadowlark,MEADOWLARK,animate,,
n_808_a,šakšóšpá,n,bird’s nest,BIRD_NEST,inanimate,,
n_809_a,šaktálkoh,n,the Skin-Desirer,THE SKIN-DESIRER,"Proper, animate",,
n_259_c,šakwáši,n,old man,OLD MAN,animate,,
n_194_b,šakwáši,n,husband,HUSBAND,animate,,
n_810_a,šakwáši šoká·k,n,old men’s dance,OLD_MEN_DANCE,inanimate,,
v_341_a,šakyám,v,to tell lies,LIE,intransitive,,
n_811_a,šakyám,n,liar,LIAR,inanimate,,
n_812_a,šakyám,n,lie,LIE,inanimate,,
n_813_a,šakyól,n,man,MAN,animate,,
n_814_a,šakyól iškalít,n,boy,BOY,animate,,
n_815_a,šakyól nómš,n,little boy,LITTLE BOY,animate,,
n_816_a,šakyólhuyhatké,n,underwear,UNDERWEAR,inanimate,,
n_817_a,šakyólšokhatké,n,trousers,TROUSERS,inanimate,,
n_818_a,šakyúlš,n,letter,LETTER,inanimate,,
n_819_a,šakyúlš,n,writing,WRITING,inanimate,,
n_820_a,šakyúlš,n,debt,DEBT,inanimate,,
n_821_a,Sámedi yíl,n,Saturday,SATURDAY,"Proper, inanimate",,
n_822_a,šámš,n,wolf,WOLF,animate,,
n_823_a,šámš,n,coyote,COYOTE,animate,,
v_342_a,šáŋ,v,to have a burning sting (pl šaŋšáŋ),BURNING STING,intransitive,,
n_799_b,šappíhk,n,white person (archaic) ,WHITE PERSON (ARCHAIC),"PL, animate",,
v_322_b,šappíhk,v,to die (pl) (first/second person form píhk) (sg káw),DIE,"intransitive, PL_SUBJ, 3PL",,
n_824_a,šášo,n,no one,NO ONE,"NEG, animate",,
adv_63_a,šatná,adv,better,BETTER,N/A,,
n_825_a,šé,n,marble,MARBLE,inanimate,,
n_826_a,šé,n,pebble,PEBBLE,inanimate,,
n_827_a,šéš,n,fig,FIG,inanimate,,
n_828_a,šéš,n,mulberry,MULBERRY,inanimate,,
n_88_c,šéˑš,n,babies,BABY,"PL, animate",,
n_829_a,šéš Nékin,n,July,JULY,"Proper, inanimate",,
n_830_a,šéš néš,n,fig tree,FIG TREE,animate,,
n_730_b,ši·l,n,sail,SAIL,inanimate,,
n_277_b,šiht,n,pot,POT,inanimate,,
n_831_a,šiht,n,basin,BASIN,inanimate,,
n_594_b,šiht,n,bucket,BUCKET,inanimate,,
n_832_a,šiht,n,pail,PAIL,inanimate,,
n_833_a,šiht,n,kettle,KETTLE,inanimate,,
n_834_a,šiht,n,pitcher,PITCHER,inanimate,,
n_835_a,šíht páˑš,n,kettle cover,KETTLE COVER,inanimate,,
n_836_a,šihtkómhiš,n,bell,BELL,inanimate,,
n_837_a,šihtkópahš,n,tumbler,TUMBLER,inanimate,,
n_838_a,šihtkópahš,n,goblet,GOBLET,inanimate,,
n_839_a,šihtpál,n,piece of pottery,PIECE OF POTTERY,inanimate,,
n_276_b,šihtpál,n,jar,JAR,inanimate,,
n_277_c,šihtpál,n,pot,POT,inanimate,,
n_278_b,šihtpál,n,plate,PLATE,inanimate,,
n_840_a,šihtpál,n,oven,OVEN,inanimate,,
n_841_a,šikitíš,n,skunk,SKUNK,animate,,
n_842_a,šikóm néˑpómne,n,plow oxen,PLOW OXEN,animate,,
v_343_a,šil,v,to sew something,SEW,"transitive, SG_OBJ",,
adj_129_a,šíli,adj,beautiful,BEAUTIFUL,N/A,,
adj_130_a,šíli,adj,handsome,HANDSOME,N/A,,
v_343_b,šilšíl,v,to sew many things,SEW,"transitive, PL_OBJ",,
v_344_a,šilyúlš,v,to make embroideries,EMBROIDER,intransitive,,
pro_11_a,šinnéw,pro,who? (pl),WHO?,PL,,
v_345_a,šiŋš,v,to rattle something,RATTLE,transitive,,
n_408_b,šíŋšne,n,gourd rattle,GOURD RATTLE,animate,,
n_843_a,šít,n,Spanish moss,SPANISH MOSS,animate,,
n_844_a,šit ílil,n,green (live) Spanish moss,GREEN (LIVE) SPANISH MOSS,animate,,
n_845_a,šit mélmeˑl,n,black (dead) Spanish moss,BLACK (DEAD) SPANISH MOSS,animate,,
n_846_a,šítyáŋ,n,green Spanish moss,GREEN SPANISH MOSS,animate,,
v_346_a,šíw,v,to crawl,CRAWL,intransitive,,
n_847_a,šiwán,n,cat,CAT,animate,,
n_848_a,šiwán išó·l,n,kitten,KITTEN,animate,,
n_849_a,šiwát,n,alligator,ALLIGATOR,animate,,
n_850_a,šiwát teˑ néš,n,prickly ash tree,PRICKLY ASH TREE,animate,,
v_347_a,šiwcá·t,v,to crawl quickly,CRAWL QUICKLY,intransitive,,
n_848_b,šiwón išóˑl,n,kitten,KITTEN,animate,,
n_851_a,skalé,n,12 1/2 cents,12 1/2 CENTS,inanimate,,
n_852_a,skalé himatól,n,half-dollar,HALF-DOLLAR,inanimate,,
n_853_a,škalškáˑš,n,fool,FOOL,animate,,
n_34_c,škóp,n,cup,CUP,inanimate,,
n_33_b,škóp,n,dipper,DIPPER,inanimate,,
n_854_a,škópol,n,large bowl,LARGE BOWL,inanimate,,
n_324_b,šnáyke,n,man’s proper name,MAN’S PROPER NAME,"Proper, animate",,
adv_64_a,šo,adv,ever,EVER,N/A,,
n_804_b,šó,n,seed,SEED,"SG, animate",,
n_805_b,šó,n,soul,SOUL,"SG, animate",,
n_806_b,šó,n,heart,HEART,"SG, animate",,
n_855_a,šó kúckuc,n,red pepper,RED PEPPER,animate,,
adv_65_a,šoháh,adv,never,NEVER,N/A,,
